5,3,6,12,8,3,28,3,9,35,19,5,11,44,10,17,16,11,11,3,11,17,4,13,51,30,29,5,19,4,2,3,1,0,0,20,12,16,12,10,0,21,41,17,26,0,0,12,8,0,0,0,0,0,0,0,1,30,43,27,31,8,12,1
1230,1192,588,1088,615,201,1864,567,544,350,368,440,305,630,408,872,315,458,272,374,461,1666,451,188,970,544,590,1672,650,469,1042,1188,2577,1343,639,1606,1416,127,842,1301,1027,1059,1102,824,1145,892,1201,2479,751,406,343,112,913,881,278,408,3204,1516,1071,1472,1102,569,565,1315
5,3,3,12,8,3,26,3,9,27,17,4,9,24,6,15,12,9,9,3,10,17,4,5,40,23,25,5,14,4,2,4,2,1,0,21,13,11,11,11,0,16,31,12,25,0,0,13,7,0,0,0,0,0,0,0,2,22,39,26,30,8,11,1
1225,1189,585,1076,607,198,1838,564,535,323,351,436,296,606,402,857,303,449,263,371,451,1649,447,183,930,521,565,1667,636,465,1040,1184,2575,1342,639,1585,1403,116,831,1290,1027,1043,1071,812,1120,892,1201,2466,744,406,343,112,913,881,278,408,3202,1494,1032,1446,1072,561,554,1314
0,0,3,0,0,0,2,0,0,8,2,1,2,20,4,2,4,2,2,0,1,0,0,8,11,7,4,0,5,0,0,-1,-1,-1,0,-1,-1,5,1,-1,0,5,10,5,1,0,0,-1,1,0,0,0,0,0,0,0,-1,8,4,1,1,0,1,0
1974,2012,2613,2116,2589,3003,1338,2637,2660,2846,2834,2763,2897,2554,2792,2330,2885,2744,2930,2830,2742,1538,2753,3008,2223,2653,2610,1532,2549,2735,2162,2017,628,1862,2565,1599,1789,3072,2361,1904,2177,2140,2092,2375,2058,2312,2003,726,2452,2798,2861,3092,2291,2323,2926,2796,1,1680,2129,1731,2101,2635,2638,1889
0.004065040650406504,0.002516778523489933,0.00510204081632653,0.01102941176470588,0.01300813008130081,0.01492537313432836,0.01394849785407725,0.005291005291005291,0.01654411764705882,0.07714285714285714,0.04619565217391304,0.00909090909090909,0.02950819672131148,0.0380952380952381,0.01470588235294118,0.01720183486238532,0.0380952380952381,0.01965065502183406,0.03308823529411765,0.008021390374331552,0.02169197396963124,0.01020408163265306,0.008869179600886918,0.02659574468085106,0.04123711340206185,0.04227941176470588,0.0423728813559322,0.002990430622009569,0.02153846153846154,0.008528784648187633,0.001919385796545105,0.003367003367003367,0.0007760962359332557,0.0007446016381236039,0,0.01307596513075965,0.009180790960451978,0.08661417322834646,0.01306413301662708,0.008455034588777863,0,0.01510859301227573,0.02813067150635209,0.01456310679611651,0.02183406113537118,0,0,0.005244050020169424,0.009320905459387484,0,0,0,0,0,0,0,0.0006242197253433209,0.01451187335092348,0.03641456582633053,0.01766304347826087,0.02722323049001815,0.0140597539543058,0.01946902654867257,0.0007604562737642585
1,1,0.5,1,1,1,0.9285714285714286,1,1,0.7714285714285715,0.8947368421052632,0.8,0.8181818181818182,0.5454545454545454,0.6,0.8823529411764706,0.75,0.8181818181818182,0.8181818181818182,1,0.9090909090909091,1,1,0.3846153846153846,0.7843137254901961,0.7666666666666667,0.8620689655172413,1,0.7368421052631579,1,1,1.333333333333333,2,Inf,NaN,1.05,1.083333333333333,0.6875,0.9166666666666666,1.1,NaN,0.7619047619047619,0.7560975609756098,0.7058823529411765,0.9615384615384616,NaN,NaN,1.083333333333333,0.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2,0.7333333333333333,0.9069767441860465,0.9629629629629629,0.967741935483871,1,0.9166666666666666,1
0.008097165991902834,0.00502092050209205,0.0101010101010101,0.02181818181818182,0.02568218298555378,0.02941176470588235,0.02748414376321353,0.01052631578947368,0.0325497287522604,0.1402597402597403,0.08785529715762273,0.01797752808988764,0.0569620253164557,0.0712166172106825,0.02870813397129187,0.03374578177727784,0.07250755287009064,0.03837953091684435,0.06360424028268551,0.01591511936339523,0.04237288135593221,0.0202020202020202,0.01758241758241758,0.04975124378109453,0.07835455435847208,0.08013937282229966,0.08077544426494344,0.005963029218843172,0.04185351270553064,0.01691331923890063,0.003831417624521073,0.006717044500419814,0.001551590380139643,NaN,NaN,0.02583025830258302,0.01820728291316527,0.1538461538461539,0.02576112412177986,0.01678108314263921,NaN,0.02962962962962963,0.05424321959755032,0.02853745541022593,0.04269854824935952,NaN,NaN,0.01043757527097551,0.01844532279314888,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.00124804992199688,0.02846054333764553,0.07001795332136446,0.03468979319546364,0.05295675198587819,0.02772963604852687,0.03812824956672444,0.001519756838905775
0.02,0.01245847176079734,0.02450980392156862,0.0528169014084507,0.06182380216383307,0.07042253521126761,0.06578947368421054,0.02590673575129534,0.07758620689655173,0.2755102040816326,0.1914414414414414,0.04347826086956521,0.1289398280802292,0.1488833746898263,0.06696428571428571,0.0797872340425532,0.158311345646438,0.08964143426294821,0.1424050632911392,0.03886010362694302,0.09900990099009901,0.04901960784313725,0.04282655246252676,0.1041666666666667,0.1703577512776831,0.1731927710843374,0.1770538243626062,0.01477541371158393,0.09641873278236913,0.04123711340206185,0.009523809523809523,0.01666666666666667,0.003874467260751646,NaN,NaN,0.06227758007117437,0.04439890710382514,0.287958115183246,0.06179775280898877,0.04101416853094705,NaN,0.0699912510936133,0.1224328593996841,0.0672645739910314,0.100080064051241,NaN,NaN,0.0257222002374357,0.04469987228607918,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003117206982543641,0.06723716381418093,0.1568785197103781,0.08227848101265821,0.1223491027732463,0.06655574043261231,0.0897226753670473,0.003790750568612585
