5,1230,5,1225,0,1974,0.004065040650406504,1,0.008097165991902834,0.02,0.005076142131979697,0.06375767130633384,0.9919028340080972,0.617665418227216,0.382334581772784
3,1192,3,1189,0,2012,0.002516778523489933,1,0.00502092050209205,0.01245847176079734,0.003143994969608048,0.05016750465679883,0.994979079497908,0.6289013732833958,0.3710986267166043
6,588,3,585,3,2613,0.00510204081632653,0.5,0.0101010101010101,0.02450980392156862,0.006361323155216284,0.05050762722761053,0.9898989898989899,0.8164794007490637,0.1835205992509363
12,1088,12,1076,0,2116,0.01102941176470588,1,0.02181818181818182,0.0528169014084507,0.01374885426214482,0.1050210063021007,0.9781818181818182,0.6641697877652933,0.3358302122347066
8,615,8,607,0,2589,0.01300813008130081,1,0.02568218298555378,0.06182380216383307,0.01620745542949757,0.1140531897024402,0.9743178170144462,0.8105493133583022,0.1894506866416979
3,201,3,198,0,3003,0.01492537313432836,1,0.02941176470588235,0.07042253521126761,0.01858736059479554,0.1221694443563052,0.9705882352941176,0.9382022471910112,0.06179775280898876
28,1864,26,1838,2,1338,0.01394849785407725,0.9285714285714286,0.02748414376321353,0.06578947368421054,0.0173703901656868,0.1138076297037506,0.9725158562367865,0.4257178526841448,0.5742821473158551
3,567,3,564,0,2637,0.005291005291005291,1,0.01052631578947368,0.02590673575129534,0.006605019815059445,0.07273929674533079,0.9894736842105263,0.8239700374531835,0.1760299625468165
9,544,9,535,0,2660,0.01654411764705882,1,0.0325497287522604,0.07758620689655173,0.02059496567505721,0.1286239388568816,0.9674502712477396,0.8330212234706617,0.1669787765293383
35,350,27,323,8,2846,0.07714285714285714,0.7714285714285715,0.1402597402597403,0.2755102040816326,0.0940766550522648,0.2439471337844178,0.8597402597402597,0.8966916354556804,0.1033083645443196
19,368,17,351,2,2834,0.04619565217391304,0.8947368421052632,0.08785529715762273,0.1914414414414414,0.05700871898054996,0.2033050711248494,0.9121447028423773,0.8898252184769039,0.1101747815230961
5,440,4,436,1,2763,0.00909090909090909,0.8,0.01797752808988764,0.04347826086956521,0.0113314447592068,0.08528028654224418,0.9820224719101124,0.8636079900124844,0.1363920099875156
11,305,9,296,2,2897,0.02950819672131148,0.8181818181818182,0.0569620253164557,0.1289398280802292,0.03655564581640942,0.155380404313766,0.9430379746835443,0.9069912609238452,0.09300873907615481
44,630,24,606,20,2554,0.0380952380952381,0.5454545454545454,0.0712166172106825,0.1488833746898263,0.046801872074883,0.1441499940312894,0.9287833827893175,0.8046192259675405,0.1953807740324594
10,408,6,402,4,2792,0.01470588235294118,0.6,0.02870813397129187,0.06696428571428571,0.01827040194884287,0.09393364366277242,0.9712918660287081,0.8732833957553059,0.1267166042446941
17,872,15,857,2,2330,0.01720183486238532,0.8823529411764706,0.03374578177727784,0.0797872340425532,0.02139800285306705,0.1231993895457994,0.9662542182227222,0.7318976279650437,0.2681023720349563
16,315,12,303,4,2885,0.0380952380952381,0.75,0.07250755287009064,0.158311345646438,0.04702194357366772,0.1690308509457033,0.9274924471299093,0.9041822721598003,0.09581772784019975
11,458,9,449,2,2744,0.01965065502183406,0.8181818181818182,0.03837953091684435,0.08964143426294821,0.02441671188279978,0.1267982990983234,0.9616204690831557,0.8592384519350812,0.1407615480649189
11,272,9,263,2,2930,0.03308823529411765,0.8181818181818182,0.06360424028268551,0.1424050632911392,0.04094631483166515,0.1645362954286044,0.9363957597173145,0.91729088639201,0.08270911360799001
3,374,3,371,0,2830,0.008021390374331552,1,0.01591511936339523,0.03886010362694302,0.01000667111407605,0.08956221510397983,0.9840848806366048,0.884207240948814,0.115792759051186
11,461,10,451,1,2742,0.02169197396963124,0.9090909090909091,0.04237288135593221,0.09900990099009901,0.02695417789757413,0.140427833195661,0.9576271186440678,0.8589263420724095,0.1410736579275905
17,1666,17,1649,0,1538,0.01020408163265306,1,0.0202020202020202,0.04901960784313725,0.01272264631043257,0.1010152544552211,0.9797979797979798,0.485330836454432,0.514669163545568
4,451,4,447,0,2753,0.008869179600886918,1,0.01758241758241758,0.04282655246252676,0.01106194690265487,0.09417632186960222,0.9824175824175824,0.8604868913857678,0.1395131086142322
13,188,5,183,8,3008,0.02659574468085106,0.3846153846153846,0.04975124378109453,0.1041666666666667,0.03267973856209151,0.1011391742578419,0.9502487562189055,0.9403870162297129,0.05961298377028714
51,970,40,930,11,2223,0.04123711340206185,0.7843137254901961,0.07835455435847208,0.1703577512776831,0.05087763927753752,0.1798411355636769,0.9216454456415279,0.7063046192259675,0.2936953807740325
30,544,23,521,7,2653,0.04227941176470588,0.7666666666666667,0.08013937282229966,0.1731927710843374,0.05213055303717135,0.1800394836869805,0.9198606271777003,0.8352059925093633,0.1647940074906367
29,590,25,565,4,2610,0.0423728813559322,0.8620689655172413,0.08077544426494344,0.1770538243626062,0.05232314776056927,0.191123902211349,0.9192245557350566,0.8224094881398252,0.1775905118601748
5,1672,5,1667,0,1532,0.002990430622009569,1,0.005963029218843172,0.01477541371158393,0.00373524577917227,0.05468482990747589,0.9940369707811568,0.4797128589263421,0.5202871410736579
